"","Pseudomonas.1","Cellvibrio","Pseudomonas.2","Lacunisphaera","Asticcacaulis","Cohnella","Taibaiella","Xylophilus","Leadbetterella","Shinella","Stenotrophomonas","Pleomorphomonas","Bordetella","Nubsella","Achromobacter","Azonexus","Martelella","Youhaiella","Bosea","Pseudaminobacter","Methylophilus","Pseudomonas","Kaistia","Dysgonomonas","Neorhizobium","Devosia","Rhodopseudomonas","Mesorhizobium","Afipia","Microbacterium","Dokdonella","Pigmentiphaga","Christensenellaceae R-7 group","Pusillimonas","Parapedobacter","Kurthia","Terrimonas","Sphingopyxis","Ellin6055","Phenylobacterium","Flavobacterium","Succinivibrionaceae UCG-001","Rummeliibacillus","Kosakonia","Enterococcus","Herbaspirillum","Succinivibrionaceae UCG-002","Prevotella","Eoetvoesia","Fibrobacter","Solibacillus","Cellulomonas","Succiniclasticum","Rikenellaceae RC9 gut group","Klebsiella","Acinetobacter","Peptoclostridium","Weissella","Bacillus","Sporosarcina","Sphingobacterium","Saccharofermentans","Rhodococcus","Prevotella_7","Pseudobutyrivibrio","Orrella","Oligotropha","Aerococcus","Alcaligenes","Lactococcus","Caryophanon","Nocardioides","Sphingomonas","Chishuiella","Staphylococcus","Brachybacterium","probable genus 10","Butyrivibrio","Prevotellaceae YAB2003 group","Oceanobacillus","Lachnospiraceae UCG-006","Providencia","NK4A214 group","Moheibacter","Prevotella_9","Thermomonas","Ruminobacter","Nocardiopsis","Lachnospiraceae NK3A20 group","Prevotellaceae UCG-003","Lachnospiraceae XPB1014 group","Methanobrevibacter","Anaerovorax","[Eubacterium] ruminantium group","CPla-4 termite group","SP3-e08","Trabulsiella","Flexilinea","Brevundimonas","Luteimonas","Prevotellaceae UCG-001","Streptomyces","Sharpea","Megasphaera","[Eubacterium] ventriosum group","Faecalibacterium","Plot4-2H12","Lysobacter","Clostridium sensu stricto 1","Raoultibacter","UCG-004","Candidatus Methanomethylophilus","Porphyromonas","Cloacibacterium","Desulfovibrio","Acetitomaculum","Anaeroplasma","Oscillibacter","Treponema","Lachnospiraceae AC2044 group","Lachnospiraceae ND3007 group","UCG-001","Lachnospiraceae UCG-009","Mogibacterium","UCG-002","Oribacterium","Succinimonas","Allobaculum","Advenella","Coprococcus","Paenibacillus","Prevotellaceae NK3B31 group","[Eubacterium] xylanophilum group","Pajaroellobacter","Vulgatibacter","Enterorhabdus","Sutterella","Syntrophococcus","Blautia","Lachnospiraceae UCG-001","Erysipelotrichaceae UCG-009","UCG-005","Prevotellaceae Ga6A1 group","Acholeplasma","Papillibacter","Ruminococcus","Psychrobacter","Candidatus Udaeobacter","Synergistes","Atlantibacter","Acidothermus","Elusimicrobium","Mailhella","[Anaerorhabdus] furcosa group","Tyzzerella","Shuttleworthia","[Ruminococcus] gauvreauii group","Termite Treponema cluster","Endomicrobium","Candidatus Saccharimonas","Lachnospira","Prevotellaceae UCG-004"
"3C_A_3",0.00200991330119743,0.609642473896677,0.0133284504931101,0.000647260215639851,0.113832632134766,0.166064828220545,0,0.0331720860515424,0.0210359570082952,0.0146655538333135,0.00584237510432813,0.000536544652438297,0.000664293379209321,0,0.00116677170450868,0,0.00335553322318554,0.0034917985317413,0.000110715563201553,0.000289563780680986,0.00255497453542046,0,0.000613193888500911,0,0.000647260215639851,0.000996440068813981,0.0003662130167436,0.000161815053909963,0.00038324618031307,0,0,0.000136265308555758,4.25829089236744e-05,5.10994907084093e-05,9.36823996320837e-05,0,0,5.10994907084093e-05,5.10994907084093e-05,0,0,2.55497453542046e-05,0,0,0,0,0,1.70331635694698e-05,2.55497453542046e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.70331635694698e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_A_4",0.00161200397546845,0.439034736867622,0.165272828642765,0.000836302814340775,0.0985261677938574,0.156752236201004,0.0316946646304511,0.0169927035609531,0.0180108113349332,0.0132475213923836,0.00567231474074613,0.0209681720117325,0.000521174217632657,0.00146656000775701,0.00147868033839963,0,0.00448452233776937,0.00303008266065498,0.000181804959639299,8.48423144983395e-05,0.00195137323346181,0,0.000472692895062177,0,0.000848423144983395,0.000751460499842436,0.000242406612852399,0.000278767604780258,0.000630257193416236,0,0,0.000290887935422878,3.63609919278598e-05,0.000303008266065498,9.69626451409595e-05,4.84813225704797e-05,0,3.63609919278598e-05,3.63609919278598e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27219838557196e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42406612852399e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_A_5",0.00186295776445068,0.43212964144443,0.174594870486155,0.00421079494704606,0.0649228020926375,0.133750159499809,0.0434605078473906,0.0339670792395049,0.0126706647952022,0.0118795457445451,0.0063161924205691,0.0226489728212326,0.000535919356896772,0.00492535408957509,0.000995278805665433,0,0.00274339670792395,0.00273063672323593,0.000178639785632257,0.000165879800944239,0.00156947811662626,0,0.000599719280336864,0,0,0.000791119050657139,0.000586959295648845,0.000242439709072349,0.000523159372208753,0,0,0.000204159755008294,5.10399387520735e-05,6.37999234400919e-05,0.000102079877504147,0,0,2.55199693760367e-05,0.000140359831568202,0,0,0,0,0,0,0,0,7.65599081281103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55199693760367e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55199693760367e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_A_6",0.00272304262609034,0.310711133055044,0.253961129314601,0.00445860825590616,0.0618669299938657,0.160105929350509,0.0385265646273771,0.020213354878286,0.011355985457157,0.00674775947454254,0.00520669688944746,0.0267815730807786,0.00064335622484552,0.00526654398013077,0.000553585588820563,0,0.00248365426335712,0.00190014512919491,5.98470906833042e-05,0,0.00148121549441178,0,0.000463814952795607,0,0,0.000688241542857998,0.000359082544099825,0.000104732408695782,0.000433891407453955,0,0,0.000164579499379086,0.000224426590062391,0,5.98470906833042e-05,0,0,0,4.48853180124781e-05,0,0,0,0,0,0,0,0,0,0,5.98470906833042e-05,0,0,0,0.000224426590062391,0,0,0,0,0.000194503044720739,0.000179541272049912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97706360249562e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48088633541302e-05,2.99235453416521e-05,0,0,0,0,0,2.99235453416521e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.48853180124781e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_1",0.00473729543496985,0.601851851851852,0.051483830553598,0.00138986766893744,0.19702842377261,0.0905763056925848,0.00324954976117767,0.0113734241641218,0.00912223005246261,0.00863284002818887,0.000274058413593297,0,0.00109623365437319,0.000508965625244695,0.00311252055438102,0,0.0053049878631274,0.00234907211651398,0.000176180408738548,0,0.00338657896797432,0,0.000469814423302795,0,0.00121368726019889,0.000469814423302795,0.000234907211651398,0.000215331610680448,0.000371936418448046,0,0,0.000195756009709498,3.91512019418996e-05,0,0,0.000195756009709498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91512019418996e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91512019418996e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_2",0.0053276505061268,0.599994240377831,0.0259902950366456,0.0020590649253409,0.162766922489885,0.126783682990396,0.0106409019568316,0.0171780731184034,0.0103241227375484,0.011303258506242,0.000950337657849645,0,0.0014111074313525,0.00302380163861251,0.00253423375426572,0,0.00462209679045055,0.00423332229405751,0.000460769773502858,0,0.00305259974945644,0,0.00107992915664732,0,0.00123831876628893,0.0010511310458034,0.000619159383144466,0.000359976385549108,0.000705553715676252,0,0,0.000172788665063572,0,0.000143990554219643,0.000129591498797679,0,0,8.63943325317859e-05,7.19952771098216e-05,0,0,0,4.3197166265893e-05,0,0,0,0,7.19952771098216e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.63943325317859e-05,2.87981108439286e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87981108439286e-05,0,0,0,0,0,0,0,0,0,2.87981108439286e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_3",0.0140553408664743,0.514332534363841,0.0187513248218624,0.000790816742487241,0.166625902917054,0.191206443933539,0.0211645387989369,0.0268388527450309,0.0133868153728253,0.0110388233951312,0.00050547049519803,0,0.000823427742177436,0.0050547049519803,0.000774511242642143,0,0.00235614472761663,0.00375841771429503,0.000187513248218624,5.70692494578421e-05,0.0018017577328833,0,0.000562539744655872,0,0.000815274992254888,0.000929413491170572,0.000342415496747053,0.000252735247599015,0.000407637496127444,0,0,8.96802491480376e-05,0.000171207748373526,0.000122291248838233,0.000260887997521564,0,0,4.07637496127444e-05,7.33747493029399e-05,0,0,0,0,0,0,0,0,7.33747493029399e-05,0,4.07637496127444e-05,0,0,0,4.89164995352933e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44582497676466e-05,1.63054998450978e-05,0,0,2.44582497676466e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44582497676466e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63054998450978e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_4",0.00474098057354302,0.297617946345976,0.238945420906568,0.00196577243293247,0.126422294172063,0.169125809435708,0.0412002775208141,0.0242599444958372,0.0201665124884366,0.0137257169287697,0.00393154486586494,0.019067992599445,0.000948196114708603,0.00986355226641998,0.00275208140610546,0,0.00601295097132285,0.00415124884366327,0.00043940795559667,0,0.00227798334875116,0,0.000728492136910268,0,0.00130666049953747,0.00160730804810361,0.000647548566142461,0.000219703977798335,0.000797872340425532,0,0,0.000335337650323774,0.000127197039777983,0.000161887141535615,0.000173450508788159,0,0,0,0,0,0,0,0,0,0,0,0,0.000185013876040703,0,0,0,0,0,4.62534690101758e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46901017576318e-05,0,0,0,0,2.31267345050879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31267345050879e-05,0,0,0,0,0,0,0,0,3.46901017576318e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_5",0.00307068048472885,0.395770503189487,0.17744146515326,0.00197400888303997,0.0960318765878891,0.158341101423845,0.0364277750360988,0.0224452121145656,0.0133976714006324,0.0110215495969732,0.00290617974447552,0.0184240829083731,0,0.00778636837199101,0.00127945020197035,0,0.00327173694503847,0.00268684542413774,0.000292445760450366,0,0.00149878452230813,0,0.00043866864067555,0,0.000859059421322951,0.000639725100985177,0.000420390780647402,0.000201056460309627,0.00034727934053481,0,0,0,0.000402112920619254,0,0.000127945020197035,0,0,9.13893001407395e-05,0,0,0,0,0,0,0,0,0,5.48335800844437e-05,0,5.48335800844437e-05,0,0,0,0,0,0,0,0,0,0,0,7.31114401125916e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31114401125916e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_B_6",0.0020742057696785,0.237919867928122,0.298325819628759,0.00673058606895676,0.111266323787754,0.168497470738883,0.0400237052087963,0.0183503714521557,0.015535377907592,0.00692107435392723,0.00340762376447182,0.022625775181493,0.000465638029927826,0.00846614599868775,0.00239168624462929,0,0.00224352868965225,0.00205304040468178,0.000211653649967194,0,0.00129108726479988,0.000359811204944229,0.000253984379960632,0,0,0.000465638029927826,0,0,0.000529134124917984,0,0,0.000211653649967194,0.000275149744957352,0,8.46614599868775e-05,0,0,8.46614599868775e-05,0.000232819014963913,0,0,0,0,0.000296315109954071,0,0,0,8.46614599868775e-05,0,6.34960949901581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34960949901581e-05,0,0,0,0,0,0,0,0,4.23307299934387e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_1",0.00630703740087416,0.655405116815444,0.0370734207491565,0.000925411808254673,0.175500790159313,0.0577456968350916,0.00347385355714062,0.0135821979242301,0.0121869616594769,0.0103076638334828,0.000441350247013767,0.000142371047423796,0.00130981363629892,0,0.00491180113612096,0,0.00727516052335597,0.00281894673899116,0.000142371047423796,0.000113896837939037,0.00417147168951722,0,0.000612195503922322,0,0.00133828784578368,0.000654906818149461,0.000242030780620453,0.000213556571135694,0.000541009980210424,0,0,0.000156608152166175,0.000128133942681416,9.96597331966571e-05,0.000142371047423796,0.000412876037529008,0,0,0,0,8.54226284542775e-05,0,0,0,9.96597331966571e-05,0,0,4.27113142271388e-05,0,0,0,0,2.84742094847592e-05,0,0,4.27113142271388e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69484189695184e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_2",0.0101489389745618,0.689058770118477,0.0219820453114245,0.00196242110042031,0.123530014791383,0.0773838290643352,0.00905056895566979,0.018584420719652,0.0127118023519763,0.0103979028455106,0.00102514535096583,0.000248963870948845,0.00134733388984081,0,0.00332439992384635,0,0.00511108182124394,0.00401271180235198,0.000556507476238595,0,0.00224067483853961,0,0.000702956812090857,0,0.00131804402267036,0.001230174421159,0.000497927741897691,0.000205029070193167,0.00080547134718744,0,0,0.00019038413660794,0,0.000234318937363619,0.00019038413660794,0,0,2.92898671704524e-05,0,0,0,0,0.00019038413660794,0.00019038413660794,8.78696015113571e-05,0,0,0,0,0,0,0,0,2.92898671704524e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92898671704524e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_3",0.00277714081887437,0.716247547708222,0.00522306300797473,0.000101913424545848,0.0861932788096512,0.127965043695381,0.0150959260108538,0.0120894799867513,0.012407959438457,0.00936329588014981,0.000433132054319855,0,0.000433132054319855,0.000560523835002166,0.000891742464776173,0,0.00230579123034982,0.00262427068205559,0.000407653698183393,0.000101913424545848,0.00118474356034549,0,0.000254783561364621,0,0.000636958903411552,0.000828046574435017,0.00024204438329639,0,0.000267522739432852,0,0,3.82175342046931e-05,0,0,0.000178348492955235,0,0,3.82175342046931e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_4",0.00486563604616498,0.55454409948469,0.112825262978578,0.000393935522337209,0.0776478855244666,0.113219198500916,0.0351773774541118,0.0236467782462416,0.0160661811677527,0.0148098462586772,0.00432264383970018,0.0120842383203441,0.000436523146373664,0.00445040671180955,0.00231037860397768,0,0.00436523146373664,0.00233167241599591,0.00034070099229164,0,0.00166091733742175,0,0.000468463864401005,0,0.000947574634811124,0.00114986584898429,0.000298113368255185,0.000287466462246071,0.000521698394446574,0,0,0.000191644308164048,0.000149056684127593,0.000180997402154934,0.000149056684127593,0.000372641710318981,0,6.38814360546825e-05,9.58221540820238e-05,0,0,0,0,0.000159703590136706,0,0,0,0.000180997402154934,0,0,0,6.38814360546825e-05,2.12938120182275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12938120182275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12938120182275e-05,0,0,2.12938120182275e-05,0,5.32345300455688e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_5",0.00369872783665887,0.516179861007447,0.135260652502032,0.000663448939311008,0.0577366439435405,0.119503740193395,0.0425602494568012,0.0303527889734786,0.0135343583619446,0.00889021578676751,0.00326748602610672,0.0160388781078436,0,0.00444510789338376,0.00134348410210479,0,0.00417972831765935,0.00199034681793302,0.000116103564379426,0,0.00121079431424259,0,0.000116103564379426,0,0.00102834585593206,0.00041465558706938,0.000398069363586605,0.000149276011344977,0.000398069363586605,0,0,0.000132689787862202,0.000149276011344977,0.000248793352241628,0.000232207128758853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97586704483256e-05,0,0,0,0,0,0,0,0,0,4.97586704483256e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_C_6",0.00457921204249509,0.312019182735538,0.219136110833583,0.00509541412728544,0.0703866520131881,0.0995437439637659,0.0809604689113132,0.0430612448796083,0.0160522196689646,0.0104073000965797,0.00859226695973624,0.0351683484863623,0.000582808805408466,0.00552835781130316,0.00353015619275985,0,0.00451260532187698,0.00188163985746162,0.000249775202317914,9.99100809271655e-05,0.0019315948979252,0.000765977287108269,0.000616112165717521,0,0.000682718886335631,0.000582808805408466,0.000499550404635828,0,0.000316381922936024,0,0,0.000249775202317914,0,0.000199820161854331,0.000333033603090552,0.000116561761081693,0,0.000116561761081693,8.3258400772638e-05,0,0,0,0,9.99100809271655e-05,0,0,0,0,0,0,0,0.000183168481699804,0,0,0,0,0,0,0,0,6.66067206181104e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99550404635828e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_D_1",0.00330073214226377,0.659149563040661,0.0543623938061429,0.000808568612031058,0.107052268976441,0.109743805589092,4.43051294263593e-05,0.0171903902174274,0.0125715804747295,0.0100351118150704,0.00275799430679087,0.000974712847379905,0.00138453529457373,0,0.00244785840080635,0,0.00649070146096164,0.00201588338889935,7.75339764961288e-05,0,0.00470742000155068,0,0.000753187200248109,0.000166144235348848,0.00105224682387603,0.000443051294263593,0.000276907058914746,0.000177220517705437,0.000398746164837234,0,0,0.000210449364775207,0,6.6457694139539e-05,0,0,0,2.21525647131797e-05,8.86102588527187e-05,0,0,0,0,0,0,0,0,2.21525647131797e-05,0,0,6.6457694139539e-05,0,0,0,2.21525647131797e-05,0,0,0,0,0,2.21525647131797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_D_2",0.00338544164189124,0.635283398868323,0.0280234007864199,0.00210990697228349,0.128550877529491,0.114903615613312,5.75429174259135e-05,0.0249352642178958,0.0204948690898629,0.0108468399347847,0.00521722451328282,0.00134266807327131,0.0015057063393114,0,0.00273328857773089,0,0.00524599597199578,0.00377865157763499,0.000258943128416611,0,0.00257984079792845,0,0.000632972091685048,0.000326076532080176,0.00139062050445958,0.000757648412774528,0.000537067229308526,0.000364438477030785,0.000891915220101659,0,0,0.000268533614654263,0,0.000220581183466002,0,0,0,5.75429174259135e-05,7.6723889901218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_D_3",0.0043380494696834,0.680257895051042,0.00704435556086204,0.00035818757089129,0.0703639583706445,0.163452928183392,0.0152229717628798,0.0115018008875092,0.0244562513680775,0.00817861620201779,0.0019700316399021,0.00035818757089129,0.000517382046842975,0,0,0,0.00202972956838398,0.00224862197281754,9.94965474698028e-05,0,0.00143275028356516,0,0.00033828826139733,0.000636777903806738,0,0.000537281356336935,0,0.000258691023421487,0.000497482737349014,0,0,0,0.000437784808867132,0.000159194475951684,0,0,0,5.96979284818817e-05,0,0,0.000119395856963763,0,0,0,0,0,0,0.000139295166457724,0,0,0,0,0,5.96979284818817e-05,0,0.000119395856963763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95972379758422e-05,0,5.96979284818817e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97986189879211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_D_4",0.00455398208666183,0.467017671266037,0.174942507867344,0.000847252481239409,0.0822440087145969,0.134486201888163,0.0367344468651658,0.0205912611958364,0.0190480513192932,0.00968288549987896,0.00630900508351489,0.0159616315662067,0,0.00240559186637618,0.00213326071169208,0,0.00400931977729363,0.00285947712418301,0.000272331154684096,0,0.00163398692810458,0,0.000211813120309852,0.00290486564996369,0,0.00068082788671024,0.000211813120309852,0,0.000559791817961753,0,0,0.000317719680464778,0.000499273783587509,0.000317719680464778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226942628903413,0,0,0,9.07770515613653e-05,0,0,0,4.53885257806826e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56475429678044e-05,0,0,0,0,0,0,0,3.02590171871218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53885257806826e-05,4.53885257806826e-05,0,0,0,0,0,4.53885257806826e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.02590171871218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_D_5",0.00447205372969281,0.454393182963915,0.174816645797083,0.00160993934268941,0.0555347763160034,0.0962711202901143,0.0445579171613029,0.0317271884604752,0.0152375067080806,0.0100336623680744,0.0057242287740068,0.0291740523311596,0.00047159839331306,0.00302473452262859,0.00136600913925162,0,0.00313856861756623,0.00149610524775178,0.000113834094937635,0,0.00165872538337697,0.000130096108500154,0.00024393020343779,0.00655359146569528,0,0.000813100678125966,0.000374026311937944,0.000195144162750232,0.000845624705251004,0,0,0.000178882149187712,0.00047159839331306,0.000178882149187712,0,0,0,3.25240271250386e-05,8.13100678125966e-05,0,0,0,0,0,0,0,0,0,0,0.000406550339062983,0,4.87860406875579e-05,0,9.75720813751159e-05,0,0,0,0,0,0,0,0,0,0,6.50480542500772e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.75720813751159e-05,0,0,0,0,0.000357764298375425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130096108500154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25240271250386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
